Continent,Pays,Annee,Superficie du vignoble,Unite
Europe,Republique Tcheque,2001,13700,ha
Europe,Republique Tcheque,2002,16000,ha
Europe,Republique Tcheque,2003,18700,ha
Europe,Republique Tcheque,2004,18700,ha
Europe,Republique Tcheque,2005,18600,ha
Europe,Republique Tcheque,2006,18400,ha
Europe,Republique Tcheque,2007,17660,ha
Europe,Republique Tcheque,2008,17417,ha
Europe,Republique Tcheque,2009,17348,ha
Europe,Republique Tcheque,2010,17306,ha
Europe,Republique Tcheque,2011,17000,ha
Europe,Republique Tcheque,2012,16842,ha
Europe,Republique Tcheque,2013,16828,ha
Europe,Republique Tcheque,2014,16967,ha
Europe,Republique Tcheque,2015,16994,ha
Europe,Republique Tcheque,2016,17764,ha
Europe,Republique Tcheque,2017,17930,ha
Europe,Republique Tcheque,2018,18130,ha
Europe,Republique Tcheque,2019,18189,ha
Asie,Republique Arabe Syrienne,1995,72348,ha
Asie,Republique Arabe Syrienne,1996,75321,ha
Asie,Republique Arabe Syrienne,1997,74605,ha
Asie,Republique Arabe Syrienne,1998,74707,ha
Asie,Republique Arabe Syrienne,1999,75115,ha
Asie,Republique Arabe Syrienne,2000,74485,ha
Asie,Republique Arabe Syrienne,2001,73977,ha
Asie,Republique Arabe Syrienne,2002,56370,ha
Asie,Republique Arabe Syrienne,2003,46000,ha
Asie,Republique Arabe Syrienne,2004,52000,ha
Asie,Republique Arabe Syrienne,2005,58025,ha
Asie,Republique Arabe Syrienne,2006,59878,ha
Asie,Republique Arabe Syrienne,2007,58910,ha
Asie,Republique Arabe Syrienne,2008,58803,ha
Asie,Republique Arabe Syrienne,2009,59985,ha
Asie,Republique Arabe Syrienne,2010,56134,ha
Asie,Republique Arabe Syrienne,2011,49767,ha
Asie,Republique Arabe Syrienne,2012,49464,ha
Asie,Republique Arabe Syrienne,2013,50333,ha
Asie,Republique Arabe Syrienne,2014,50230,ha
Asie,Republique Arabe Syrienne,2015,50203,ha
Asie,Republique Arabe Syrienne,2016,50203,ha
Asie,Republique Arabe Syrienne,2017,48965,ha
Asie,Republique Arabe Syrienne,2018,48162,ha
Asie,Republique Arabe Syrienne,2019,48569,ha
Europe,Republique De Macedoine Du Nord,1995,32111,ha
Europe,Republique De Macedoine Du Nord,1996,30550,ha
Europe,Republique De Macedoine Du Nord,1997,30183,ha
Europe,Republique De Macedoine Du Nord,1998,30973,ha
Europe,Republique De Macedoine Du Nord,1999,28918,ha
Europe,Republique De Macedoine Du Nord,2000,28488,ha
Europe,Republique De Macedoine Du Nord,2001,29885,ha
Europe,Republique De Macedoine Du Nord,2002,29563,ha
Europe,Republique De Macedoine Du Nord,2003,28520,ha
Europe,Republique De Macedoine Du Nord,2004,26875,ha
Europe,Republique De Macedoine Du Nord,2005,26000,ha
Europe,Republique De Macedoine Du Nord,2006,24400,ha
Europe,Republique De Macedoine Du Nord,2007,22910,ha
Europe,Republique De Macedoine Du Nord,2008,23302,ha
Europe,Republique De Macedoine Du Nord,2009,21457,ha
Europe,Republique De Macedoine Du Nord,2010,21535,ha
Europe,Republique De Macedoine Du Nord,2011,21676,ha
Europe,Republique De Macedoine Du Nord,2012,22519,ha
Europe,Republique De Macedoine Du Nord,2013,22692,ha
Europe,Republique De Macedoine Du Nord,2014,24430,ha
Europe,Republique De Macedoine Du Nord,2015,24637,ha
Europe,Republique De Macedoine Du Nord,2016,24931,ha
Europe,Republique De Macedoine Du Nord,2017,25153,ha
Europe,Republique De Macedoine Du Nord,2018,25445,ha
Europe,Republique De Macedoine Du Nord,2019,25796,ha
Afrique,Reunion,1995,22,ha
Afrique,Reunion,1996,22,ha
Afrique,Reunion,1997,22,ha
Afrique,Reunion,1998,22,ha
Afrique,Reunion,1999,22,ha
Afrique,Reunion,2000,22,ha
Afrique,Reunion,2001,22,ha
Afrique,Reunion,2002,22,ha
Afrique,Reunion,2003,22,ha
Afrique,Reunion,2004,22,ha
Afrique,Reunion,2005,22,ha
Afrique,Reunion,2006,23,ha
Afrique,Reunion,2007,22,ha
Afrique,Reunion,2008,25,ha
Afrique,Reunion,2009,28,ha
Afrique,Reunion,2010,32,ha
Afrique,Reunion,2011,31,ha
Afrique,Reunion,2012,32,ha
Afrique,Reunion,2013,31,ha
Afrique,Reunion,2014,31,ha
Afrique,Reunion,2015,35,ha
Afrique,Reunion,2016,38,ha
Afrique,Reunion,2017,39,ha
Afrique,Reunion,2018,41,ha
Afrique,Reunion,2019,41,ha
Asie,Serbie Et Montenegro,1995,90985,ha
Asie,Serbie Et Montenegro,1996,86372,ha
Asie,Serbie Et Montenegro,1997,82688,ha
Asie,Serbie Et Montenegro,1998,79800,ha
Asie,Serbie Et Montenegro,1999,72000,ha
Asie,Serbie Et Montenegro,2000,72000,ha
Asie,Serbie Et Montenegro,2001,73000,ha
Asie,Serbie Et Montenegro,2002,72000,ha
Asie,Serbie Et Montenegro,2003,71000,ha
Asie,Serbie Et Montenegro,2004,75120,ha
Asie,Serbie Et Montenegro,2005,76873,ha
Europe,Serbie,2006,66811,ha
Europe,Serbie,2007,59100,ha
Europe,Serbie,2008,58300,ha
Europe,Serbie,2009,60000,ha
Europe,Serbie,2010,50918,ha
Europe,Serbie,2011,49239,ha
Europe,Serbie,2012,38398,ha
Europe,Serbie,2013,22791,ha
Europe,Serbie,2014,22791,ha
Europe,Serbie,2015,22150,ha
Europe,Serbie,2016,22150,ha
Europe,Serbie,2017,22150,ha
Europe,Serbie,2018,21328,ha
Europe,Serbie,2019,21328,ha
Europe,Slovaquie,1995,25144,ha
Europe,Slovaquie,1996,23746,ha
Europe,Slovaquie,1997,24392,ha
Europe,Slovaquie,1998,20982,ha
Europe,Slovaquie,1999,20430,ha
Europe,Slovaquie,2000,18000,ha
Europe,Slovaquie,2001,17000,ha
Europe,Slovaquie,2002,17000,ha
Europe,Slovaquie,2003,18000,ha
Europe,Slovaquie,2004,19000,ha
Europe,Slovaquie,2005,20000,ha
Europe,Slovaquie,2006,18000,ha
Europe,Slovaquie,2007,17600,ha
Europe,Slovaquie,2008,17400,ha
Europe,Slovaquie,2009,20625,ha
Europe,Slovaquie,2010,19634,ha
Europe,Slovaquie,2011,18971,ha
Europe,Slovaquie,2012,18705,ha
Europe,Slovaquie,2013,18512,ha
Europe,Slovaquie,2014,18046,ha
Europe,Slovaquie,2015,18240,ha
Europe,Slovaquie,2016,18437,ha
Europe,Slovaquie,2017,16610,ha
Europe,Slovaquie,2018,15415,ha
Europe,Slovaquie,2019,15358,ha
Europe,Slovenie,1995,23000,ha
Europe,Slovenie,1996,17736,ha
Europe,Slovenie,1997,17420,ha
Europe,Slovenie,1998,17388,ha
Europe,Slovenie,1999,16591,ha
Europe,Slovenie,2000,16602,ha
Europe,Slovenie,2001,16800,ha
Europe,Slovenie,2002,16800,ha
Europe,Slovenie,2003,17000,ha
Europe,Slovenie,2004,17802,ha
Europe,Slovenie,2005,17660,ha
Europe,Slovenie,2006,17630,ha
Europe,Slovenie,2007,17308,ha
Europe,Slovenie,2008,17000,ha
Europe,Slovenie,2009,16878,ha
Europe,Slovenie,2010,16000,ha
Europe,Slovenie,2011,16000,ha
Europe,Slovenie,2012,17578,ha
Europe,Slovenie,2013,17291,ha
Europe,Slovenie,2014,15950,ha
Europe,Slovenie,2015,15700,ha
Europe,Slovenie,2016,15604,ha
Europe,Slovenie,2017,15593,ha
Europe,Slovenie,2018,15630,ha
Europe,Slovenie,2019,15630,ha
Europe,Suisse,1995,14871,ha
Europe,Suisse,1996,14898,ha
Europe,Suisse,1997,14934,ha
Europe,Suisse,1998,14991,ha
Europe,Suisse,1999,15042,ha
Europe,Suisse,2000,15058,ha
Europe,Suisse,2001,15084,ha
Europe,Suisse,2002,15014,ha
Europe,Suisse,2003,14929,ha
Europe,Suisse,2004,14937,ha
Europe,Suisse,2005,14903,ha
Europe,Suisse,2006,14885,ha
Europe,Suisse,2007,14846,ha
Europe,Suisse,2008,14840,ha
Europe,Suisse,2009,14820,ha
Europe,Suisse,2010,14978,ha
Europe,Suisse,2011,15000,ha
Europe,Suisse,2012,14900,ha
Europe,Suisse,2013,14883,ha
Europe,Suisse,2014,14835,ha
Europe,Suisse,2015,14793,ha
Europe,Suisse,2016,14780,ha
Europe,Suisse,2017,14750,ha
Europe,Suisse,2018,14712,ha
Europe,Suisse,2019,14704,ha
Asie,Tadjikistan,1995,33863,ha
Asie,Tadjikistan,1996,33325,ha
Asie,Tadjikistan,1997,33325,ha
Asie,Tadjikistan,1998,33325,ha
Asie,Tadjikistan,1999,34938,ha
Asie,Tadjikistan,2000,36228,ha
Asie,Tadjikistan,2001,35841,ha
Asie,Tadjikistan,2002,35513,ha
Asie,Tadjikistan,2003,32204,ha
Asie,Tadjikistan,2004,33540,ha
Asie,Tadjikistan,2005,34400,ha
Asie,Tadjikistan,2006,34723,ha
Asie,Tadjikistan,2007,36300,ha
Asie,Tadjikistan,2008,35500,ha
Asie,Tadjikistan,2009,38717,ha
Asie,Tadjikistan,2010,39919,ha
Asie,Tadjikistan,2011,39246,ha
Asie,Tadjikistan,2012,39249,ha
Asie,Tadjikistan,2013,40648,ha
Asie,Tadjikistan,2014,38834,ha
Asie,Tadjikistan,2015,34142,ha
Asie,Tadjikistan,2016,34276,ha
Asie,Tadjikistan,2017,35594,ha
Asie,Tadjikistan,2018,35752,ha
Asie,Tadjikistan,2019,36281,ha
Afrique,"Tanzanie, Republique-unie",1995,2500,ha
Afrique,"Tanzanie, Republique-unie",1996,2500,ha
Afrique,"Tanzanie, Republique-unie",1997,2200,ha
Afrique,"Tanzanie, Republique-unie",1998,2300,ha
Afrique,"Tanzanie, Republique-unie",1999,2500,ha
Afrique,"Tanzanie, Republique-unie",2000,2600,ha
Afrique,"Tanzanie, Republique-unie",2001,2600,ha
Afrique,"Tanzanie, Republique-unie",2002,2600,ha
Afrique,"Tanzanie, Republique-unie",2003,2600,ha
Afrique,"Tanzanie, Republique-unie",2004,2761,ha
Afrique,"Tanzanie, Republique-unie",2005,2747,ha
Afrique,"Tanzanie, Republique-unie",2006,3333,ha
Afrique,"Tanzanie, Republique-unie",2007,3548,ha
Afrique,"Tanzanie, Republique-unie",2008,3225,ha
Afrique,"Tanzanie, Republique-unie",2009,3333,ha
Afrique,"Tanzanie, Republique-unie",2010,3763,ha
Afrique,"Tanzanie, Republique-unie",2011,3850,ha
Afrique,"Tanzanie, Republique-unie",2012,1613,ha
Afrique,"Tanzanie, Republique-unie",2013,1118,ha
Afrique,"Tanzanie, Republique-unie",2014,1200,ha
Afrique,"Tanzanie, Republique-unie",2015,1324,ha
Afrique,"Tanzanie, Republique-unie",2016,1195,ha
Afrique,"Tanzanie, Republique-unie",2017,1130,ha
Afrique,"Tanzanie, Republique-unie",2018,1213,ha
Afrique,"Tanzanie, Republique-unie",2019,1213,ha
Asie,"Taiwan, Chine",1995,5238,ha
Asie,"Taiwan, Chine",1996,5137,ha
Asie,"Taiwan, Chine",1997,2566,ha
Asie,"Taiwan, Chine",1998,2902,ha
Asie,"Taiwan, Chine",1999,3032,ha
Asie,"Taiwan, Chine",2000,3088,ha
Asie,"Taiwan, Chine",2001,3013,ha
Asie,"Taiwan, Chine",2002,3030,ha
Asie,"Taiwan, Chine",2003,3077,ha
Asie,"Taiwan, Chine",2004,3133,ha
Asie,"Taiwan, Chine",2005,3326,ha
Asie,"Taiwan, Chine",2006,3428,ha
Asie,"Taiwan, Chine",2007,3306,ha
Asie,"Taiwan, Chine",2008,3266,ha
Asie,"Taiwan, Chine",2009,3225,ha
Asie,"Taiwan, Chine",2010,3372,ha
Asie,"Taiwan, Chine",2011,3283,ha
Asie,"Taiwan, Chine",2012,3269,ha
Asie,"Taiwan, Chine",2013,3130,ha
Asie,"Taiwan, Chine",2014,3119,ha
Asie,"Taiwan, Chine",2015,3165,ha
Asie,"Taiwan, Chine",2016,3083,ha
Asie,"Taiwan, Chine",2017,3040,ha
Asie,"Taiwan, Chine",2018,2994,ha
Asie,"Taiwan, Chine",2019,2919,ha
Asie,Thailande,1995,2600,ha
Asie,Thailande,1996,2850,ha
Asie,Thailande,1997,2531,ha
Asie,Thailande,1998,2772,ha
Asie,Thailande,1999,3919,ha
Asie,Thailande,2000,4000,ha
Asie,Thailande,2001,4000,ha
Asie,Thailande,2002,4000,ha
Asie,Thailande,2003,2903,ha
Asie,Thailande,2004,2903,ha
Asie,Thailande,2005,3655,ha
Asie,Thailande,2006,4085,ha
Asie,Thailande,2007,4480,ha
Asie,Thailande,2008,4560,ha
Asie,Thailande,2009,4650,ha
Asie,Thailande,2010,4758,ha
Asie,Thailande,2011,4814,ha
Asie,Thailande,2012,4732,ha
Asie,Thailande,2013,4784,ha
Asie,Thailande,2014,4838,ha
Asie,Thailande,2015,4878,ha
Asie,Thailande,2016,5002,ha
Asie,Thailande,2017,5248,ha
Asie,Thailande,2018,5279,ha
Asie,Thailande,2019,5354,ha
Afrique,Tunisie,1995,27729,ha
Afrique,Tunisie,1996,27630,ha
Afrique,Tunisie,1997,27233,ha
Afrique,Tunisie,1998,27272,ha
Afrique,Tunisie,1999,28200,ha
Afrique,Tunisie,2000,28758,ha
Afrique,Tunisie,2001,33325,ha
Afrique,Tunisie,2002,28141,ha
Afrique,Tunisie,2003,23553,ha
Afrique,Tunisie,2004,24871,ha
Afrique,Tunisie,2005,25771,ha
Afrique,Tunisie,2006,31175,ha
Afrique,Tunisie,2007,26875,ha
Afrique,Tunisie,2008,30530,ha
Afrique,Tunisie,2009,29778,ha
Afrique,Tunisie,2010,25325,ha
Afrique,Tunisie,2011,26978,ha
Afrique,Tunisie,2012,22291,ha
Afrique,Tunisie,2013,24274,ha
Afrique,Tunisie,2014,25123,ha
Afrique,Tunisie,2015,23715,ha
Afrique,Tunisie,2016,21715,ha
Afrique,Tunisie,2017,24020,ha
Afrique,Tunisie,2018,24569,ha
Afrique,Tunisie,2019,28207,ha
Asie,Turkmenistan,1995,22575,ha
Asie,Turkmenistan,1996,16125,ha
Asie,Turkmenistan,1997,21500,ha
Asie,Turkmenistan,1998,15050,ha
Asie,Turkmenistan,1999,12900,ha
Asie,Turkmenistan,2000,12900,ha
Asie,Turkmenistan,2001,16125,ha
Asie,Turkmenistan,2002,17200,ha
Asie,Turkmenistan,2003,18275,ha
Asie,Turkmenistan,2004,17200,ha
Asie,Turkmenistan,2005,16125,ha
Asie,Turkmenistan,2006,19350,ha
Asie,Turkmenistan,2007,22253,ha
Asie,Turkmenistan,2008,18705,ha
Asie,Turkmenistan,2009,18275,ha
Asie,Turkmenistan,2010,18275,ha
Asie,Turkmenistan,2011,18275,ha
Asie,Turkmenistan,2012,18275,ha
Asie,Turkmenistan,2013,18275,ha
Asie,Turkmenistan,2014,18275,ha
Asie,Turkmenistan,2015,18813,ha
Asie,Turkmenistan,2016,18813,ha
Asie,Turkmenistan,2017,18813,ha
Asie,Turkmenistan,2018,18994,ha
Asie,Turkmenistan,2019,19673,ha
Asie,Turquie,1995,607375,ha
Asie,Turquie,1996,602000,ha
Asie,Turquie,1997,585875,ha
Asie,Turquie,1998,581575,ha
Asie,Turquie,1999,575125,ha
Asie,Turquie,2000,575125,ha
Asie,Turquie,2001,564375,ha
Asie,Turquie,2002,570000,ha
Asie,Turquie,2003,570000,ha
Asie,Turquie,2004,559000,ha
Asie,Turquie,2005,554700,ha
Asie,Turquie,2006,552363,ha
Asie,Turquie,2007,520956,ha
Asie,Turquie,2008,517827,ha
Asie,Turquie,2009,514951,ha
Asie,Turquie,2010,513620,ha
Asie,Turquie,2011,507986,ha
Asie,Turquie,2012,496968,ha
Asie,Turquie,2013,503950,ha
Asie,Turquie,2014,502125,ha
Asie,Turquie,2015,496603,ha
Asie,Turquie,2016,467869,ha
Asie,Turquie,2017,448176,ha
Asie,Turquie,2018,448319,ha
Asie,Turquie,2019,435846,ha
Europe,Ukraine,1995,155000,ha
Europe,Ukraine,1996,144397,ha
Europe,Ukraine,1997,132118,ha
Europe,Ukraine,1998,120723,ha
Europe,Ukraine,1999,116000,ha
Europe,Ukraine,2000,110000,ha
Europe,Ukraine,2001,105000,ha
Europe,Ukraine,2002,103000,ha
Europe,Ukraine,2003,99300,ha
Europe,Ukraine,2004,97100,ha
Europe,Ukraine,2005,95500,ha
Europe,Ukraine,2006,93000,ha
Europe,Ukraine,2007,93300,ha
Europe,Ukraine,2008,92900,ha
Europe,Ukraine,2009,91300,ha
Europe,Ukraine,2010,87000,ha
Europe,Ukraine,2011,84100,ha
Europe,Ukraine,2012,77600,ha
Europe,Ukraine,2013,75100,ha
Europe,Ukraine,2014,48700,ha
Europe,Ukraine,2015,45400,ha
Europe,Ukraine,2016,45100,ha
Europe,Ukraine,2017,43500,ha
Europe,Ukraine,2018,43000,ha
Europe,Ukraine,2019,41800,ha
Amerique,Uruguay,1995,10140,ha
Amerique,Uruguay,1996,10140,ha
Amerique,Uruguay,1997,10140,ha
Amerique,Uruguay,1998,10750,ha
Amerique,Uruguay,1999,10213,ha
Amerique,Uruguay,2000,9831,ha
Amerique,Uruguay,2001,9746,ha
Amerique,Uruguay,2002,9828,ha
Amerique,Uruguay,2003,9890,ha
Amerique,Uruguay,2004,9000,ha
Amerique,Uruguay,2005,9000,ha
Amerique,Uruguay,2006,9219,ha
Amerique,Uruguay,2007,9301,ha
Amerique,Uruguay,2008,9141,ha
Amerique,Uruguay,2009,8737,ha
Amerique,Uruguay,2010,8602,ha
Amerique,Uruguay,2011,8502,ha
Amerique,Uruguay,2012,8624,ha
Amerique,Uruguay,2013,8441,ha
Amerique,Uruguay,2014,8079,ha
Amerique,Uruguay,2015,7517,ha
Amerique,Uruguay,2016,7251,ha
Amerique,Uruguay,2017,7054,ha
Amerique,Uruguay,2018,6819,ha
Amerique,Uruguay,2019,6605,ha
Amerique,Venezuela,1995,815,ha
Amerique,Venezuela,1996,837,ha
Amerique,Venezuela,1997,853,ha
Amerique,Venezuela,1998,891,ha
Amerique,Venezuela,1999,807,ha
Amerique,Venezuela,2000,800,ha
Amerique,Venezuela,2001,688,ha
Amerique,Venezuela,2002,700,ha
Amerique,Venezuela,2003,707,ha
Amerique,Venezuela,2004,1000,ha
Amerique,Venezuela,2005,920,ha
Amerique,Venezuela,2006,988,ha
Amerique,Venezuela,2007,1155,ha
Amerique,Venezuela,2008,1494,ha
Amerique,Venezuela,2009,1000,ha
Amerique,Venezuela,2010,1091,ha
Amerique,Venezuela,2011,1561,ha
Amerique,Venezuela,2012,1048,ha
Amerique,Venezuela,2013,1253,ha
Amerique,Venezuela,2014,1270,ha
Amerique,Venezuela,2015,1259,ha
Amerique,Venezuela,2016,1342,ha
Amerique,Venezuela,2017,1342,ha
Amerique,Venezuela,2018,1234,ha
Amerique,Venezuela,2019,1310,ha
Asie,Vietnam,1999,2043,ha
Asie,Vietnam,2000,2009,ha
Asie,Vietnam,2001,1944,ha
Asie,Vietnam,2002,1864,ha
Asie,Vietnam,2003,2043,ha
Asie,Vietnam,2004,1828,ha
Asie,Vietnam,2005,1935,ha
Asie,Vietnam,2006,1613,ha
Asie,Vietnam,2007,1398,ha
Asie,Vietnam,2008,1290,ha
Asie,Vietnam,2009,1075,ha
Asie,Vietnam,2010,860,ha
Asie,Vietnam,2011,712,ha
Asie,Vietnam,2012,796,ha
Asie,Vietnam,2013,808,ha
Asie,Vietnam,2014,905,ha
Asie,Vietnam,2015,1228,ha
Asie,Vietnam,2016,1362,ha
Asie,Vietnam,2017,1310,ha
Asie,Vietnam,2018,1470,ha
Asie,Vietnam,2019,1303,ha
Asie,Yemen,1995,22689,ha
Asie,Yemen,1996,22800,ha
Asie,Yemen,1997,22813,ha
Asie,Yemen,1998,23726,ha
Asie,Yemen,1999,24093,ha
Asie,Yemen,2000,24318,ha
Asie,Yemen,2001,24372,ha
Asie,Yemen,2002,24506,ha
Asie,Yemen,2003,24585,ha
Asie,Yemen,2004,21000,ha
Asie,Yemen,2005,17000,ha
Asie,Yemen,2006,13485,ha
Asie,Yemen,2007,13352,ha
Asie,Yemen,2008,14166,ha
Asie,Yemen,2009,14500,ha
Asie,Yemen,2010,14668,ha
Asie,Yemen,2011,14488,ha
Asie,Yemen,2012,14547,ha
Asie,Yemen,2013,14634,ha
Asie,Yemen,2014,14457,ha
Asie,Yemen,2015,14239,ha
Asie,Yemen,2016,12625,ha
Asie,Yemen,2017,12569,ha
Asie,Yemen,2018,12548,ha
Asie,Yemen,2019,12668,ha
Afrique,Zimbabwe,1995,376,ha
Afrique,Zimbabwe,1996,367,ha
Afrique,Zimbabwe,1997,368,ha
Afrique,Zimbabwe,1998,376,ha
Afrique,Zimbabwe,1999,378,ha
Afrique,Zimbabwe,2000,384,ha
Afrique,Zimbabwe,2001,387,ha
Afrique,Zimbabwe,2002,391,ha
Afrique,Zimbabwe,2003,398,ha
Afrique,Zimbabwe,2004,399,ha
Afrique,Zimbabwe,2005,403,ha
Afrique,Zimbabwe,2006,409,ha
Afrique,Zimbabwe,2007,419,ha
Afrique,Zimbabwe,2008,416,ha
Afrique,Zimbabwe,2009,418,ha
Afrique,Zimbabwe,2010,421,ha
Afrique,Zimbabwe,2011,424,ha
Afrique,Zimbabwe,2012,419,ha
Afrique,Zimbabwe,2013,419,ha
Afrique,Zimbabwe,2014,429,ha
Afrique,Zimbabwe,2015,436,ha
Afrique,Zimbabwe,2016,434,ha
Afrique,Zimbabwe,2017,436,ha
Afrique,Zimbabwe,2018,439,ha
Afrique,Zimbabwe,2019,440,ha
